id,countryname_x,countrycode,totalamt,year,countryname_y,gdp,population
P035780,Republic of Lithuania,LTU,21240000,1999,Lithuania,10972878636.1675,3524238.0
P039882,Republic of Benin,BEN,30400000,1999,Benin,2689787917.50711,6664098.0
P044679,Republic of Uganda,UGA,34040000,1999,Uganda,5998563257.946589,23272995.0
P049735,Republic of Yemen,YEM,10900000,1999,"Yemen, Rep.",7641101221.43876,17378098.0
P050660,Republic of Poland,POL,2500000,1999,Poland,169717677900.734,38660271.0
P059613,Republic of Poland,POL,0,1999,Poland,169717677900.734,38660271.0
P065996,Macedonia,MKD,0,1999,"Macedonia, FYR",3673288263.62039,2024394.0
P063388,Argentine Republic,ARG,4900000,1999,Argentina,283523000000.0,36648068.0
P042568,Socialist Republic of Vietnam,VNM,31800000,1999,Vietnam,28683659006.7752,79391374.0
P045052,Nepal,NPL,54500000,1999,Nepal,5033642384.10596,23305994.0
P047690,Republic of Peru,PER,9600000,1999,Peru,50187324567.882996,25561299.0
P057998,Republic of Cabo Verde,CPV,3000000,1999,Cabo Verde,592416703.0588781,426285.0
P055853,Republic of Nicaragua,NIC,15900000,1999,Nicaragua,4855717874.68247,4949660.0
P063643,Republic of Colombia,COL,506000000,1999,Colombia,86186158684.7685,39819279.0
P070164,Islamic Republic of Mauritania,MRT,140000,1999,Mauritania,1405662878.8529599,2628803.0
P057272,Co-operative Republic of Guyana,GUY,4800000,1999,Guyana,694754988.258295,755278.0
P068368,Republic of Turkey,TUR,505000000,1999,Turkey,255884300382.04398,62287326.0
P068394,Republic of Turkey,TUR,252530000,1999,Turkey,255884300382.04398,62287326.0
P067498,Republic of Senegal,SEN,10150000,1999,Senegal,5144045359.98185,9645957.0
P042039,Republic of Mozambique,MOZ,100000000,1999,Mozambique,5302532113.25156,17584869.0
P055482,Argentine Republic,ARG,52500000,1999,Argentina,283523000000.0,36648068.0
P056522,Kingdom of Thailand,THA,400000000,1999,Thailand,126668932159.50801,62306651.0
P068739,Republic of Ecuador,ECU,20200000,1999,Ecuador,19645272636.3182,12398691.0
P039200,Federative Republic of Brazil,BRA,43400000,1999,Brazil,599388579985.673,172759243.0
P047309,Federative Republic of Brazil,BRA,0,1999,Brazil,599388579985.673,172759243.0
P051273,Republic of Croatia,HRV,29000000,1999,Croatia,23386945596.6928,4554000.0
P064510,Republic of Burundi,BDI,12000000,1999,Burundi,808077223.365746,6278940.0
P008497,Hungary,HUN,31600000,1999,Hungary,49170434390.9949,10237530.0
P044811,People's Republic of Bangladesh,BGD,46900000,1999,Bangladesh,51270569883.5275,129029691.0
P063096,Republic of Zimbabwe,ZWE,5000000,1999,Zimbabwe,6858013100.0,12064537.0
P068845,Argentine Republic,ARG,250000000,1999,Argentina,283523000000.0,36648068.0
P058468,People's Republic of Bangladesh,BGD,5000000,1999,Bangladesh,51270569883.5275,129029691.0
P064888,Republic of Zimbabwe,ZWE,0,1999,Zimbabwe,6858013100.0,12064537.0
P040506,West Bank and Gaza,PSE,0,1999,West Bank and Gaza,4271200000.0,2848431.0
P050613,Republic of Nicaragua,NIC,52500000,1999,Nicaragua,4855717874.68247,4949660.0
P050616,Republic of Ghana,GHA,25000000,1999,Ghana,7719354838.70968,18477612.0
P056337,Romania,ROU,44500000,1999,Romania,36183003978.3474,22472040.0
P057187,United Republic of Tanzania,TZA,27500000,1999,Tanzania,9697847263.63196,33291540.0
P059930,Republic of Indonesia,IDN,18000000,1999,Indonesia,140001351215.462,208612556.0
P059971,Kingdom of Cambodia,KHM,5000000,1999,Cambodia,3517242477.2285,11883636.0
P065824,Kingdom of Thailand,THA,0,1999,Thailand,126668932159.50801,62306651.0
P050441,United Republic of Tanzania,TZA,2000000,1999,Tanzania,9697847263.63196,33291540.0
P065849,People's Republic of China,CHN,0,1999,China,1093997267271.06,1252735000.0
P068423,Kingdom of Thailand,THA,0,1999,Thailand,126668932159.50801,62306651.0
P064441,Republic of South Africa,ZAF,0,1999,South Africa,136631966609.379,45058775.0
P054939,St. Lucia,LCA,3000000,1999,St. Lucia,775934812.592593,155172.0
P009468,People's Republic of Bangladesh,BGD,28000000,1999,Bangladesh,51270569883.5275,129029691.0
P044140,Republic of Colombia,COL,85000000,1999,Colombia,86186158684.7685,39819279.0
P049587,People's Republic of Bangladesh,BGD,0,1999,Bangladesh,51270569883.5275,129029691.0
P055073,Republic of Cote d'Ivoire,CIV,5000000,1999,Cote d'Ivoire,12376639822.9265,16300233.0
P044711,Islamic Republic of Mauritania,MRT,38100000,1999,Mauritania,1405662878.8529599,2628803.0
P052736,Dominican Republic,DOM,12300000,1999,Dominican Republic,22137599986.1056,8429112.0
P065188,Republic of Turkey,TUR,252530000,1999,Turkey,255884300382.04398,62287326.0
P058038,Republic of Rwanda,RWA,5000000,1999,Rwanda,1817654508.16444,7593239.0
P067253,Republic of Indonesia,IDN,0,1999,Indonesia,140001351215.462,208612556.0
P002672,United Republic of Tanzania,TZA,0,1999,Tanzania,9697847263.63196,33291540.0
P002970,Republic of Uganda,UGA,90980000,1999,Uganda,5998563257.946589,23272995.0
P052153,Georgia,GEO,60000000,1999,Georgia,2800047369.72092,4452500.0
P052154,Georgia,GEO,16500000,1999,Georgia,2800047369.72092,4452500.0
P057601,Republica Bolivariana de Venezuela,VEN,20000000,1999,"Venezuela, RB",97976886247.3172,24028689.0
P057813,Georgia,GEO,13400000,1999,Georgia,2800047369.72092,4452500.0
P057915,Republic of Yemen,YEM,2500000,1999,"Yemen, Rep.",7641101221.43876,17378098.0
P064094,Georgia,GEO,25000000,1999,Georgia,2800047369.72092,4452500.0
P066221,Macedonia,MKD,10000000,1999,"Macedonia, FYR",3673288263.62039,2024394.0
P066336,Arab Republic of Egypt,EGY,5000000,1999,"Egypt, Arab Rep.",90710704806.8416,68626664.0
P059763,Bosnia and Herzegovina,BIH,4000000,1999,Bosnia and Herzegovina,4685729738.56209,3759118.0
P060270,People's Republic of China,CHN,5000000,1999,China,1093997267271.06,1252735000.0
P046564,People's Republic of China,CHN,160000000,1999,China,1093997267271.06,1252735000.0
P048461,Bosnia and Herzegovina,BIH,50000000,1999,Bosnia and Herzegovina,4685729738.56209,3759118.0
P051173,Republic of Moldova,MDA,11100000,1999,Moldova,1170785047.79461,3647001.0
P051705,People's Republic of China,CHN,200000000,1999,China,1093997267271.06,1252735000.0
P055432,Bosnia and Herzegovina,BIH,72000000,1999,Bosnia and Herzegovina,4685729738.56209,3759118.0
P061496,Republic of Moldova,MDA,40000000,1999,Moldova,1170785047.79461,3647001.0
P062936,Bosnia and Herzegovina,BIH,12000000,1999,Bosnia and Herzegovina,4685729738.56209,3759118.0
P064585,Kyrgyz Republic,KGZ,15000000,1999,Kyrgyz Republic,1249062025.13805,4840400.0
P064879,Republic of Armenia,ARM,26600000,1999,Armenia,1845482173.02732,3089017.0
P042573,Central Asia,,0,1999,,,
P051310,Republic of Albania,ALB,12000000,1999,Albania,3414760915.27878,3108778.0
P053832,Arab Republic of Egypt,EGY,300000000,1999,"Egypt, Arab Rep.",90710704806.8416,68626664.0
P055304,Republic of Slovenia,SVN,15000000,1999,Slovenia,22689994990.1121,1983045.0
P057925,Republic of Bulgaria,BGR,75760000,1999,Bulgaria,13495075365.9466,8210624.0
P065596,Republic of Peru,PER,300000000,1999,Peru,50187324567.882996,25561299.0
P066335,Republic of Albania,ALB,5000000,1999,Albania,3414760915.27878,3108778.0
P065818,Republic of the Philippines,PHL,0,1999,Philippines,82995145792.1715,76335812.0
P054125,Republic of Colombia,COL,0,1999,Colombia,86186158684.7685,39819279.0
P000974,Republic of Ghana,GHA,32000000,1999,Ghana,7719354838.70968,18477612.0
P009073,Republic of Turkey,TUR,155000000,1999,Turkey,255884300382.04398,62287326.0
P041268,People's Republic of China,CHN,350000000,1999,China,1093997267271.06,1252735000.0
P043933,People's Republic of China,CHN,152000000,1999,China,1093997267271.06,1252735000.0
P048869,Federative Republic of Brazil,BRA,150000000,1999,Brazil,599388579985.673,172759243.0
P049791,Islamic Republic of Pakistan,PAK,90000000,1999,Pakistan,62973855718.8874,135405584.0
P052240,Republic of Mozambique,MOZ,75000000,1999,Mozambique,5302532113.25156,17584869.0
P057350,Republic of Honduras,HND,8300000,1999,Honduras,5372543554.00697,6357221.0
P059257,Samoa,WSM,0,1999,Samoa,258833766.580017,173755.0
P059755,Republic of Tajikistan,TJK,6700000,1999,Tajikistan,1086567377.6054301,6114886.0
P061214,Solomon Islands,SLB,12000000,1999,Solomon Islands,482214092.30896395,401538.0
P065816,Republic of Korea,KOR,0,1999,"Korea, Rep.",485248229336.65295,46616677.0
P041264,Republic of India,IND,135000000,1999,India,452699998386.914,1034539214.0
P045051,Republic of India,IND,191000000,1999,India,452699998386.914,1034539214.0
P059754,Republic of Croatia,HRV,0,1999,Croatia,23386945596.6928,4554000.0
P060392,Plurinational State of Bolivia,BOL,25000000,1999,Bolivia,8285075872.27307,8182712.0
P062790,Plurinational State of Bolivia,BOL,32000000,1999,Bolivia,8285075872.27307,8182712.0
P057027,Republic of Colombia,COL,0,1999,Colombia,86186158684.7685,39819279.0
P064245,Republic of Kosovo,XKX,0,1999,Kosovo,7641101221.43876,1762000.0
P001666,Republic of Malawi,MWI,30000000,1999,Malawi,1775921718.1053398,11044356.0
P039251,Romania,ROU,25000000,1999,Romania,36183003978.3474,22472040.0
P049718,Republic of Tajikistan,TJK,20000000,1999,Tajikistan,1086567377.6054301,6114886.0
P057957,Republic of Poland,POL,300000000,1999,Poland,169717677900.734,38660271.0
P063791,Islamic Republic of Mauritania,MRT,10800000,1999,Mauritania,1405662878.8529599,2628803.0
P064853,Romania,ROU,300000000,1999,Romania,36183003978.3474,22472040.0
P040659,Republic of Ghana,GHA,5000000,1999,Ghana,7719354838.70968,18477612.0
P008500,Republic of Kazakhstan,KAZ,16500000,1999,Kazakhstan,16870821839.7584,14928426.0
P035813,Republic of Azerbaijan,AZE,30000000,1999,Azerbaijan,4581407766.99029,7982750.0
P038121,People's Republic of China,CHN,0,1999,China,1093997267271.06,1252735000.0
P045050,Republic of India,IND,85700000,1999,India,452699998386.914,1034539214.0
P046829,People's Republic of China,CHN,100000000,1999,China,1093997267271.06,1252735000.0
P050763,Federative Republic of Brazil,BRA,202000000,1999,Brazil,599388579985.673,172759243.0
P065504,Republic of Azerbaijan,AZE,10000000,1999,Azerbaijan,4581407766.99029,7982750.0
P065811,Socialist Republic of Vietnam,VNM,0,1999,Vietnam,28683659006.7752,79391374.0
P058308,People's Republic of China,CHN,5000000,1999,China,1093997267271.06,1252735000.0
P035648,Republic of Benin,BEN,25500000,1999,Benin,2689787917.50711,6664098.0
P043178,Republic of Albania,ALB,24000000,1999,Albania,3414760915.27878,3108778.0
P055160,Republic of Albania,ALB,45000000,1999,Albania,3414760915.27878,3108778.0
P055230,Plurinational State of Bolivia,BOL,88000000,1999,Bolivia,8285075872.27307,8182712.0
P057352,People's Republic of China,CHN,46000000,1999,China,1093997267271.06,1252735000.0
P006046,Argentine Republic,ARG,30000000,1999,Argentina,283523000000.0,36648068.0
P045676,Hashemite Kingdom of Jordan,JOR,120000000,1999,Jordan,8149106064.88011,5014899.0
P049790,People's Republic of Bangladesh,BGD,32000000,1999,Bangladesh,51270569883.5275,129029691.0
P052705,Arab Republic of Egypt,EGY,50000000,1999,"Egypt, Arab Rep.",90710704806.8416,68626664.0
P058356,Kingdom of Morocco,MAR,250000000,1999,Morocco,41632027599.8531,28514798.0
P006570,Federative Republic of Brazil,BRA,0,1999,Brazil,599388579985.673,172759243.0
P064189,Socialist Republic of Vietnam,VNM,0,1999,Vietnam,28683659006.7752,79391374.0
P065858,People's Republic of China,CHN,0,1999,China,1093997267271.06,1252735000.0
P009131,Republic of Uzbekistan,UZB,25000000,1999,Uzbekistan,17078465982.0282,24311650.0
P035802,Republic of Lithuania,LTU,20100000,1999,Lithuania,10972878636.1675,3524238.0
P040557,Republic of Ghana,GHA,178200000,1999,Ghana,7719354838.70968,18477612.0
P044176,Romania,ROU,0,1999,Romania,36183003978.3474,22472040.0
P044213,Republic of Uganda,UGA,13000000,1999,Uganda,5998563257.946589,23272995.0
P050637,Republic of India,IND,105000000,1999,India,452699998386.914,1034539214.0
P051564,West Bank and Gaza,PSE,0,1999,West Bank and Gaza,4271200000.0,2848431.0
P055388,Federative Republic of Brazil,BRA,44000000,1999,Brazil,599388579985.673,172759243.0
P066098,Republic of Tajikistan,TJK,6700000,1999,Tajikistan,1086567377.6054301,6114886.0
P066744,Republic of Ghana,GHA,1800000,1999,Ghana,7719354838.70968,18477612.0
P000432,Republic of Cabo Verde,CPV,16100000,1999,Cabo Verde,592416703.0588781,426285.0
P044584,Republic of Djibouti,DJI,14800000,1999,Djibouti,536080148.09729904,700099.0
P049789,Mongolia,MNG,12000000,1999,Mongolia,1057408588.68269,2376162.0
P051888,People's Republic of China,CHN,100000000,1999,China,1093997267271.06,1252735000.0
P055468,Republic of Cabo Verde,CPV,6000000,1999,Cabo Verde,592416703.0588781,426285.0
P056216,People's Republic of China,CHN,150000000,1999,China,1093997267271.06,1252735000.0
P064443,Republic of South Africa,ZAF,0,1999,South Africa,136631966609.379,45058775.0
P057959,Republic of Azerbaijan,AZE,5000000,1999,Azerbaijan,4581407766.99029,7982750.0
P002367,Republic of Senegal,SEN,27400000,1999,Senegal,5144045359.98185,9645957.0
P052186,Republic of Madagascar,MDG,16400000,1999,Madagascar,3717515282.53319,15282521.0
P055814,Republic of Tunisia,TUN,35000000,1999,Tunisia,22943685719.102997,9603742.0
P057378,Republic of Madagascar,MDG,100000000,1999,Madagascar,3717515282.53319,15282521.0
P060258,Republic of Indonesia,IDN,500000000,1999,Indonesia,140001351215.462,208612556.0
P063939,Republic of Indonesia,IDN,600000000,1999,Indonesia,140001351215.462,208612556.0
P065812,Kingdom of Thailand,THA,0,1999,Thailand,126668932159.50801,62306651.0
P042299,People's Republic of China,CHN,45000000,1999,China,1093997267271.06,1252735000.0
P046051,People's Republic of China,CHN,70000000,1999,China,1093997267271.06,1252735000.0
P051553,Socialist Republic of Vietnam,VNM,80500000,1999,Vietnam,28683659006.7752,79391374.0
P055821,Republic of Indonesia,IDN,100000000,1999,Indonesia,140001351215.462,208612556.0
P058841,Kingdom of Cambodia,KHM,5000000,1999,Cambodia,3517242477.2285,11883636.0
P064118,Republic of Indonesia,IDN,300000000,1999,Indonesia,140001351215.462,208612556.0
P045053,Nepal,NPL,5000000,1999,Nepal,5033642384.10596,23305994.0
P065853,Socialist Republic of Vietnam,VNM,0,1999,Vietnam,28683659006.7752,79391374.0
P005907,Republic of Yemen,YEM,25000000,1999,"Yemen, Rep.",7641101221.43876,17378098.0
P046046,Republic of Kazakhstan,KAZ,16500000,1999,Kazakhstan,16870821839.7584,14928426.0
P050487,Russian Federation,RUS,30000000,1999,Russian Federation,195905767668.56198,147214392.0
P057875,Islamic Republic of Mauritania,MRT,15000000,1999,Mauritania,1405662878.8529599,2628803.0
P057953,Republic of Tajikistan,TJK,5000000,1999,Tajikistan,1086567377.6054301,6114886.0
P058969,Republic of Azerbaijan,AZE,7500000,1999,Azerbaijan,4581407766.99029,7982750.0
P065834,Macedonia,MKD,50000000,1999,"Macedonia, FYR",3673288263.62039,2024394.0
P040990,Republic of Cabo Verde,CPV,17500000,1999,Cabo Verde,592416703.0588781,426285.0
P042054,Republic of Cabo Verde,CPV,0,1999,Cabo Verde,592416703.0588781,426285.0
P065147,People's Republic of Bangladesh,BGD,80000000,1999,Bangladesh,51270569883.5275,129029691.0
P065148,People's Republic of Bangladesh,BGD,20000000,1999,Bangladesh,51270569883.5275,129029691.0
P049172,Republic of Latvia,LVA,31100000,1999,Latvia,7533187605.09248,2390482.0
P052247,Kingdom of Morocco,MAR,5000000,1999,Morocco,41632027599.8531,28514798.0
P058128,Kingdom of Morocco,MAR,101000000,1999,Morocco,41632027599.8531,28514798.0
P059127,Republic of Uganda,UGA,26000000,1999,Uganda,5998563257.946589,23272995.0
P059223,Republic of Uganda,UGA,22400000,1999,Uganda,5998563257.946589,23272995.0
P065825,Republic of Albania,ALB,30000000,1999,Albania,3414760915.27878,3108778.0
P058526,Argentine Republic,ARG,4750000,1999,Argentina,283523000000.0,36648068.0
P004845,Socialist Republic of Vietnam,VNM,101800000,1999,Vietnam,28683659006.7752,79391374.0
P036953,People's Republic of China,CHN,60000000,1999,China,1093997267271.06,1252735000.0
P044523,Bosnia and Herzegovina,BIH,10000000,1999,Bosnia and Herzegovina,4685729738.56209,3759118.0
P044974,Republic of Chad,TCD,30000000,1999,Chad,1534673583.2487,8041846.0
P050615,Republic of Ghana,GHA,14300000,1999,Ghana,7719354838.70968,18477612.0
P063386,Republic of Chile,CHL,5000000,1999,Chile,75173794497.0321,15076952.0
P064444,Republic of South Africa,ZAF,0,1999,South Africa,136631966609.379,45058775.0
P065850,People's Republic of China,CHN,0,1999,China,1093997267271.06,1252735000.0
P057109,Syrian Arab Republic,SYR,0,1999,Syrian Arab Republic,15873875968.9922,16016092.0
P001074,Republic of Guinea,GIN,18000000,1999,Guinea,3461282293.6462398,8653769.0
P053255,Republic of Tunisia,TUN,159000000,1999,Tunisia,22943685719.102997,9603742.0
P055461,Argentine Republic,ARG,10000000,1999,Argentina,283523000000.0,36648068.0
P057767,Republic of Croatia,HRV,7300000,1999,Croatia,23386945596.6928,4554000.0
P065146,People's Republic of Bangladesh,BGD,45000000,1999,Bangladesh,51270569883.5275,129029691.0
P065149,People's Republic of Bangladesh,BGD,6250000,1999,Bangladesh,51270569883.5275,129029691.0
P065150,People's Republic of Bangladesh,BGD,16500000,1999,Bangladesh,51270569883.5275,129029691.0
P050484,Arab Republic of Egypt,EGY,50000000,1999,"Egypt, Arab Rep.",90710704806.8416,68626664.0
P052293,Samoa,WSM,14400000,1999,Samoa,258833766.580017,173755.0
P056416,Kingdom of Lesotho,LSO,21000000,1999,Lesotho,912771290.6129801,1850527.0
P052263,Republic of Togo,TGO,5000000,1999,Togo,1576094566.48548,4825704.0
P040108,Republic of Trinidad and Tobago,TTO,14850000,1999,Trinidad and Tobago,6808982520.75759,1264775.0
P056192,Bosnia and Herzegovina,BIH,15000000,1999,Bosnia and Herzegovina,4685729738.56209,3759118.0
P003249,Republic of Zambia,ZMB,40000000,1999,Zambia,3404311976.5494103,10239714.0
P040196,Republic of Indonesia,IDN,74600000,1999,Indonesia,140001351215.462,208612556.0
P041895,Republic of Indonesia,IDN,63830000,1999,Indonesia,140001351215.462,208612556.0
P046499,Republic of Kazakhstan,KAZ,42500000,1999,Kazakhstan,16870821839.7584,14928426.0
P057346,Republic of Yemen,YEM,0,1999,"Yemen, Rep.",7641101221.43876,17378098.0
P061324,Republic of Cote d'Ivoire,CIV,0,1999,Cote d'Ivoire,12376639822.9265,16300233.0
P065852,Kingdom of Thailand,THA,0,1999,Thailand,126668932159.50801,62306651.0
P071468,United Republic of Tanzania,TZA,1500000,1999,Tanzania,9697847263.63196,33291540.0
P065479,Republic of Azerbaijan,AZE,7000000,1999,Azerbaijan,4581407766.99029,7982750.0
P002366,Republic of Senegal,SEN,90000000,1999,Senegal,5144045359.98185,9645957.0
P006043,Argentine Republic,ARG,30000000,1999,Argentina,283523000000.0,36648068.0
P040612,Nepal,NPL,12500000,1999,Nepal,5033642384.10596,23305994.0
P041890,People's Republic of China,CHN,150000000,1999,China,1093997267271.06,1252735000.0
P045048,Argentine Republic,ARG,0,1999,Argentina,283523000000.0,36648068.0
P047761,United Republic of Tanzania,TZA,40000000,1999,Tanzania,9697847263.63196,33291540.0
P057294,Republic of Rwanda,RWA,75000000,1999,Rwanda,1817654508.16444,7593239.0
P058681,Malaysia,MYS,244000000,1999,Malaysia,79148947368.4211,22656286.0
P058684,West Bank and Gaza,PSE,0,1999,West Bank and Gaza,4271200000.0,2848431.0
P060943,Malaysia,MYS,60000000,1999,Malaysia,79148947368.4211,22656286.0
P063501,Malaysia,MYS,100000000,1999,Malaysia,79148947368.4211,22656286.0
P039749,Hashemite Kingdom of Jordan,JOR,35000000,1999,Jordan,8149106064.88011,5014899.0
P058536,Kingdom of Thailand,THA,600000000,1999,Thailand,126668932159.50801,62306651.0
P063732,Republic of Indonesia,IDN,31500000,1999,Indonesia,140001351215.462,208612556.0
P004030,Kingdom of Cambodia,KHM,45310000,1999,Cambodia,3517242477.2285,11883636.0
P048588,Republic of the Philippines,PHL,100000000,1999,Philippines,82995145792.1715,76335812.0
P050601,Kingdom of Cambodia,KHM,25000000,1999,Cambodia,3517242477.2285,11883636.0
P062837,Republic of Yemen,YEM,50000000,1999,"Yemen, Rep.",7641101221.43876,17378098.0
P064305,Republic of Madagascar,MDG,15000000,1999,Madagascar,3717515282.53319,15282521.0
P064709,Socialist Republic of Vietnam,VNM,0,1999,Vietnam,28683659006.7752,79391374.0
P059305,Lao People's Democratic Republic,LAO,2000000,1999,Lao PDR,1454430642.49183,5241284.0
P003653,People's Republic of China,CHN,71000000,1999,China,1093997267271.06,1252735000.0
P041887,People's Republic of Bangladesh,BGD,138600000,1999,Bangladesh,51270569883.5275,129029691.0
P048521,Hashemite Kingdom of Jordan,JOR,55000000,1999,Jordan,8149106064.88011,5014899.0
P057997,Republic of The Gambia,GMB,15000000,1999,"Gambia, The",814723460.08372,1195420.0
P055003,Islamic Republic of Mauritania,MRT,4900000,1999,Mauritania,1405662878.8529599,2628803.0
P007610,United Mexican States,MEX,505500000,1999,Mexico,600232874042.927,100300579.0
P008276,Republic of Armenia,ARM,21000000,1999,Armenia,1845482173.02732,3089017.0
P069132,Republic of the Philippines,PHL,0,1999,Philippines,82995145792.1715,76335812.0
P065910,Islamic Republic of Mauritania,MRT,140000,1999,Mauritania,1405662878.8529599,2628803.0
P050732,Republic of Guinea,GIN,22000000,1999,Guinea,3461282293.6462398,8653769.0
P051856,People's Republic of China,CHN,33000000,1999,China,1093997267271.06,1252735000.0
P063717,Red Sea and Gulf of Aden,,0,1999,,,
P001786,Republic of Mozambique,MOZ,71000000,1999,Mozambique,5302532113.25156,17584869.0
P001799,Republic of Mozambique,MOZ,30000000,1999,Mozambique,5302532113.25156,17584869.0
P049537,Republic of India,IND,210000000,1999,India,452699998386.914,1034539214.0
P044840,Republic of Moldova,MDA,15000000,1999,Moldova,1170785047.79461,3647001.0
P059869,Republic of Uganda,UGA,0,1999,Uganda,5998563257.946589,23272995.0
P008499,Republic of Kazakhstan,KAZ,100000000,1999,Kazakhstan,16870821839.7584,14928426.0
P050589,Macedonia,MKD,32000000,1999,"Macedonia, FYR",3673288263.62039,2024394.0
P056074,Republic of Indonesia,IDN,5000000,1999,Indonesia,140001351215.462,208612556.0
P063123,People's Republic of China,CHN,80000000,1999,China,1093997267271.06,1252735000.0
P060132,Republic of Yemen,YEM,50000000,1999,"Yemen, Rep.",7641101221.43876,17378098.0
P064866,Republic of Honduras,HND,10400000,1999,Honduras,5372543554.00697,6357221.0
P066466,Republic of Zambia,ZMB,2800000,1999,Zambia,3404311976.5494103,10239714.0
P035641,Republic of Zambia,ZMB,170000000,1999,Zambia,3404311976.5494103,10239714.0
P062682,Kyrgyz Republic,KGZ,10000000,1999,Kyrgyz Republic,1249062025.13805,4840400.0
P067374,Republic of Korea,KOR,0,1999,"Korea, Rep.",485248229336.65295,46616677.0
P049665,People's Republic of China,CHN,120000000,1999,China,1093997267271.06,1252735000.0
P059323,Islamic Republic of Pakistan,PAK,350000000,1999,Pakistan,62973855718.8874,135405584.0
P065435,Republic of Cameroon,CMR,13100000,1999,Cameroon,11198378749.4719,14891891.0
P009524,People's Republic of Bangladesh,BGD,177000000,1999,Bangladesh,51270569883.5275,129029691.0
P049200,Romania,ROU,10000000,1999,Romania,36183003978.3474,22472040.0
P051309,Republic of Albania,ALB,9000000,1999,Albania,3414760915.27878,3108778.0
P063472,Democratic Socialist Republic of Sri Lan,LKA,29000000,1999,Sri Lanka,15711933513.2831,18669103.0
P069610,Republic of Korea,KOR,0,1999,"Korea, Rep.",485248229336.65295,46616677.0
P039161,Republic of Croatia,HRV,101000000,1999,Croatia,23386945596.6928,4554000.0
P050886,Burkina Faso,BFA,5200000,1999,Burkina Faso,2993753187.09677,11282701.0
P052080,Republic of Nicaragua,NIC,9000000,1999,Nicaragua,4855717874.68247,4949660.0
P054462,Republic of Guatemala,GTM,23000000,1999,Guatemala,18318412251.3642,11387203.0
P063340,Federative Republic of Brazil,BRA,757600000,1999,Brazil,599388579985.673,172759243.0
P063351,Federative Republic of Brazil,BRA,252500000,1999,Brazil,599388579985.673,172759243.0
P064226,Republic of Indonesia,IDN,0,1999,Indonesia,140001351215.462,208612556.0
P064634,Republic of Honduras,HND,20000000,1999,Honduras,5372543554.00697,6357221.0
P064672,Republic of Nicaragua,NIC,13200000,1999,Nicaragua,4855717874.68247,4949660.0
P058284,Romania,ROU,5000000,1998,Romania,41976002703.9207,22507344.0
P005519,Kingdom of Morocco,MAR,4000000,1998,Morocco,41806219378.6181,28175263.0
P042722,Russian Federation,RUS,400000000,1998,Russian Federation,270953116950.026,147670692.0
P048505,United Mexican States,MEX,444450000,1998,Mexico,526502129378.284,98821456.0
P051171,Republic of Armenia,ARM,65000000,1998,Armenia,1893726437.2646198,3108684.0
P055480,Republic of Chile,CHL,10100000,1998,Chile,81577430181.4074,14887756.0
P064083,Republic of Honduras,HND,200000000,1998,Honduras,5202215657.31167,6192026.0
P064084,Republic of Nicaragua,NIC,50000000,1998,Nicaragua,4635267224.84195,4869626.0
P005525,Kingdom of Morocco,MAR,66000000,1998,Morocco,41806219378.6181,28175263.0
P008416,Georgia,GEO,15000000,1998,Georgia,3613543459.4905705,4487300.0
P036037,Africa,,0,1998,,,
P040652,Republic of Mali,MLI,40000000,1998,Mali,2920358586.75234,10380835.0
P050911,Georgia,GEO,4400000,1998,Georgia,3613543459.4905705,4487300.0
P056419,Republic of Djibouti,DJI,2700000,1998,Djibouti,514267869.300758,680612.0
P057449,Argentine Republic,ARG,30300000,1998,Argentina,298948250000.0,36241590.0
P060009,Georgia,GEO,0,1998,Georgia,3613543459.4905705,4487300.0
P065541,Republic of Nicaragua,NIC,1400000,1998,Nicaragua,4635267224.84195,4869626.0
P039022,Republic of the Philippines,PHL,23300000,1998,Philippines,72207028766.664,74693695.0
P050036,People's Republic of China,CHN,200000000,1998,China,1029043097554.08,1241935000.0
P050646,Republic of India,IND,194100000,1998,India,415730874171.13,1015974042.0
P064851,Republic of Cote d'Ivoire,CIV,25600000,1998,Cote d'Ivoire,12612033728.8572,15884552.0
P064188,Kingdom of Thailand,THA,0,1998,Thailand,113675706127.265,61597283.0
P103241,Republic of Cote d'Ivoire,CIV,35000000,1998,Cote d'Ivoire,12612033728.8572,15884552.0
P001767,Republic of Mozambique,MOZ,150000000,1998,Mozambique,4873242526.06404,17136780.0
P038569,Kyrgyz Republic,KGZ,36500000,1998,Kyrgyz Republic,1645963749.83146,4769000.0
P062668,St. Kitts and Nevis,KNA,8500000,1998,St. Kitts and Nevis,364975456.93842,44317.0
P063201,Dominican Republic,DOM,111100000,1998,Dominican Republic,21672526562.7869,8296375.0
P069633,Commonwealth of Dominica,DMA,4330000,1998,Dominica,258440740.740741,70290.0
P070430,St. Lucia,LCA,6040000,1998,St. Lucia,737554871.8518519,153183.0
P050651,Republic of India,IND,134000000,1998,India,415730874171.13,1015974042.0
P045030,Republic of Malawi,MWI,92000000,1998,Malawi,1750584265.28754,10704744.0
P049616,Republic of Guatemala,GTM,31000000,1998,Guatemala,19395491992.9939,11133501.0
P055585,Republic of Latvia,LVA,5000000,1998,Latvia,7174985106.636479,2410019.0
P056376,Republic of Malawi,MWI,2400000,1998,Malawi,1750584265.28754,10704744.0
P056524,Republic of the Philippines,PHL,300000000,1998,Philippines,72207028766.664,74693695.0
P057598,Republic of the Philippines,PHL,150000000,1998,Philippines,72207028766.664,74693695.0
